URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,57,38,0.19999999789473688,0.1230569946592526,78.32,17.62002042900919,38.37600817160367,78.32,345,772,1.63585291113381,5,4.919305413687436
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,41,3,0.863636344008265,0.13017751440775882,38.5,19.76911976911977,23.307647907647908,38.5,137,338,1.7445887445887447,5,5.204906204906205
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,25,9,0.47058822145328766,0.06093189953238011,55.19047619047619,15.703192407247627,28.35746743908953,55.19047619047619,182,558,1.6074201898188094,5,4.91458153580673
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,14,9,0.21739129489603065,0.14197530776558454,81.2,16.748768472906402,39.179507389162566,81.2,68,162,1.7019704433497538,5,5.300492610837439
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,4,0,0.9999997500000625,0.040816326114119124,59.666666666666664,24.581005586592177,33.69906890130354,59.666666666666664,44,98,1.9273743016759777,5,5.698324022346369
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,5,2,0.4285713673469475,0.0769230760777684,50.0,16.0,26.400000000000002,50.0,32,91,1.665,5,5.19
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,47,18,0.44615383928994096,0.1039999998336,84.07142857142857,25.74341546304163,43.92593761378808,84.07142857142857,303,625,1.9124893797790994,5,5.717077315208156
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,7,18,-0.4399999824000007,0.09960159322867891,563.0,16.873889875666073,231.94955595026647,563.0,95,251,1.6341030195381883,5,5.0550621669627
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,29,24,0.0943396208615166,0.08307210018327257,98.6,16.43002028397566,46.01200811359027,98.6,243,638,1.6010818120351589,5,4.887762001352265
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,26,6,0.6249999804687506,0.1767955791337261,162.33333333333334,18.069815195071868,72.16125941136208,162.33333333333334,88,181,1.5790554414784395,5,4.839835728952772
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,31,12,0.44186045484045455,0.02636419373000356,14.874439461883409,17.787157069641243,13.064638612609862,14.874439461883409,590,1631,1.644859813084112,5,5.106421465179379
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29,68,-0.40206185152513557,0.11771844645907956,117.53846153846153,24.86910994764398,56.963028594442214,117.53846153846153,380,824,1.8789267015706805,5,5.567408376963351
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,46,15,0.5081967129803818,0.075308641882335,45.64102564102564,18.764044943820224,25.762028233938352,45.64102564102564,334,810,1.6696629213483145,5,5.124157303370787
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,14,41,-0.4909090819834713,0.12008733598234206,54.666666666666664,17.88617886178862,29.021138211382112,54.666666666666664,176,458,1.6961382113821137,5,5.1016260162601625
